               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,              0.0372,            0.031563,            0.012578,             0.63205,               0.625,             0.51538,             0.26879,            0.035831,             0.02604,          0.00022963,            0.072213,           0.0002128,           0.0002128
                  29,             0.03551,            0.029251,            0.018212,             0.63205,               0.625,             0.51538,             0.26879,            0.035831,             0.02604,          0.00022963,            0.071125,           0.0001247,           0.0001247
                   0,            0.054757,            0.051468,            0.028405,             0.98033,                   1,               0.995,              0.4887,            0.025536,            0.024397,          0.00022007,                 0.1,                   0,                   0
                   1,            0.079681,             0.04048,            0.081682,             0.98052,                   1,               0.995,              0.4887,            0.025503,            0.024149,          0.00021509,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.045405,            0.038911,            0.029207,             0.98024,                   1,               0.995,             0.49552,             0.02568,            0.023967,          0.00020989,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.044547,            0.034139,           0.0097114,              0.9848,                 0.5,              0.4975,               0.199,            0.045496,            0.027216,          0.00073216,                 0.1,                   0,                   0
                   1,            0.038618,            0.030034,            0.018936,             0.98526,                 0.5,              0.4975,               0.199,            0.044153,            0.027052,          0.00061452,            0.099007,             6.7e-06,             6.7e-06
                   2,            0.045623,            0.020437,           0.0094527,             0.67759,                0.75,             0.74625,             0.22387,            0.042784,            0.026691,           0.0005507,            0.098007,             6.8e-06,             6.8e-06
                   0,            0.042465,            0.040498,            0.016128,                   0,                   0,                   0,                   0,            0.061529,            0.055748,            0.057283,                 0.1,                   0,                   0
                   1,            0.039036,            0.033364,            0.029073,                   0,                   0,                   0,                   0,            0.061029,             0.05655,            0.057353,            0.099007,             6.7e-06,             6.7e-06
                   2,            0.039502,            0.021905,            0.029911,                   0,                   0,                   0,                   0,            0.060583,            0.057509,            0.057499,            0.098007,             6.8e-06,             6.8e-06
                   0,            0.046304,            0.041116,            0.017016,             0.31596,                   1,             0.66333,             0.22387,            0.037259,            0.023649,            0.065411,                 0.1,                   0,                   0
                   1,            0.040394,            0.036651,            0.020092,             0.31466,             0.73996,             0.66333,             0.24046,            0.036505,            0.023523,            0.061327,             0.09905,            5.05e-05,            5.05e-05
                   0,            0.046465,            0.038547,            0.011822,               0.225,                   1,             0.66333,             0.22387,             0.03727,            0.023688,            0.066116,                 0.1,                   0,                   0
                   1,            0.040012,            0.032601,            0.021918,             0.29485,             0.74375,             0.66333,             0.24046,            0.036449,            0.023554,             0.06246,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.046733,            0.023128,            0.016383,             0.35787,             0.72624,             0.66333,             0.24046,            0.035744,            0.023398,            0.058982,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.042237,            0.034114,             0.01232,             0.49246,                0.25,             0.24875,            0.074625,            0.054922,            0.037444,          0.00036483,                 0.1,                   0,                   0
                   1,             0.04009,            0.032078,            0.028956,             0.49264,                0.25,             0.24875,            0.074625,            0.053752,            0.037719,          0.00031641,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.050381,            0.022285,            0.016299,              0.4928,                0.25,             0.24875,            0.074625,            0.052449,            0.037979,          0.00029096,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.084237,            0.054662,            0.080888,            0.072172,                0.25,            0.082917,           0.0082917,            0.056699,            0.026509,            0.054548,                 0.1,                   0,                   0
                   1,            0.041601,            0.039323,             0.01339,            0.066528,                0.25,            0.082917,           0.0082917,            0.056099,            0.026342,            0.054458,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.045162,            0.040515,            0.022273,            0.062725,                0.25,            0.082917,           0.0082917,            0.055338,            0.026191,            0.054383,            0.098068,             6.8e-05,             6.8e-05
                   0,             0.04648,            0.034569,            0.013527,             0.96935,                   1,               0.995,             0.47262,            0.027247,              0.0271,           0.0002647,                 0.1,                   0,                   0
                   1,            0.039967,            0.036577,             0.02527,             0.96923,                   1,               0.995,             0.47262,            0.026798,             0.02673,          0.00025919,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.043592,            0.033035,              0.0117,             0.96934,                   1,               0.995,              0.4975,            0.026766,            0.026373,          0.00025495,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.047323,            0.034131,            0.020188,              0.9848,                 0.5,              0.4975,               0.199,            0.045593,            0.027279,          0.00077535,                 0.1,                   0,                   0
                   1,            0.042038,            0.043268,            0.022862,             0.98511,                 0.5,              0.4975,               0.199,            0.044761,            0.027197,          0.00062441,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.044887,             0.03703,            0.014929,             0.98545,                 0.5,              0.4975,               0.199,            0.043804,            0.027026,          0.00052384,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.048227,            0.033119,            0.015454,              0.4837,                 0.5,              0.4975,               0.199,            0.044104,            0.020828,          0.00035314,                 0.1,                   0,                   0
                   1,            0.048316,            0.043058,            0.017691,               0.484,                 0.5,              0.4975,               0.199,            0.042191,            0.020237,          0.00031245,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.047121,            0.036514,            0.012124,             0.48381,                 0.5,              0.4975,               0.199,            0.039908,            0.019497,          0.00028487,            0.098068,             6.8e-05,             6.8e-05
                   0,             0.04648,            0.034569,            0.013527,             0.96935,                   1,               0.995,             0.47262,            0.027247,              0.0271,           0.0002647,                 0.1,                   0,                   0
                   1,            0.039967,            0.036577,             0.02527,             0.96923,                   1,               0.995,             0.47262,            0.026798,             0.02673,          0.00025919,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.043592,            0.033035,              0.0117,             0.96934,                   1,               0.995,              0.4975,            0.026766,            0.026373,          0.00025495,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.042313,            0.032821,            0.039231,             0.48405,                 0.5,              0.4975,               0.199,             0.04456,               0.021,          0.00033219,                 0.1,                   0,                   0
                   1,            0.041267,            0.039073,            0.012398,             0.48404,                 0.5,              0.4975,               0.199,            0.043001,            0.020549,          0.00029693,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.039156,            0.031634,            0.019262,             0.48403,                 0.5,              0.4975,               0.199,            0.040799,            0.019863,          0.00027234,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.084906,            0.054357,            0.088136,             0.98495,                 0.5,              0.4975,               0.199,            0.046229,            0.027589,          0.00067999,                 0.1,                   0,                   0
                   1,            0.042163,            0.041788,            0.016685,             0.98518,                 0.5,              0.4975,               0.199,            0.045593,             0.02744,          0.00055798,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.045258,            0.040566,            0.023688,             0.73571,                 0.5,              0.4975,               0.199,            0.044834,            0.027405,          0.00045755,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.041175,            0.030069,            0.032276,            0.070434,                0.25,            0.082917,           0.0082917,            0.056186,            0.026141,            0.054545,                 0.1,                   0,                   0
                   1,            0.039669,            0.035275,           0.0059639,            0.065679,                0.25,            0.082917,           0.0082917,            0.054935,            0.025776,             0.05443,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.038865,            0.030381,            0.017442,            0.063628,                0.25,            0.082917,            0.016583,            0.053306,            0.025285,            0.054293,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.048258,            0.032894,            0.011797,              0.9848,                 0.5,              0.4975,               0.199,             0.04571,            0.027298,           0.0007706,                 0.1,                   0,                   0
                   1,            0.048271,            0.048734,            0.033765,             0.98518,                 0.5,              0.4975,               0.199,            0.044588,            0.027209,           0.0006204,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.048887,            0.039866,            0.029034,             0.68171,                0.75,             0.74625,             0.22387,            0.043286,             0.02703,          0.00051067,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.086188,            0.050779,            0.092118,             0.96934,                   1,               0.995,             0.44775,            0.027584,            0.027196,          0.00026297,                 0.1,                   0,                   0
                   1,             0.04785,            0.047765,            0.018298,             0.96926,                   1,               0.995,             0.47262,            0.027155,            0.026857,          0.00025621,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.048372,            0.045753,              0.0326,             0.96913,                   1,               0.995,              0.4975,            0.026968,             0.02655,          0.00025007,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.046492,            0.034669,            0.013482,            0.073072,                0.25,            0.082917,           0.0082917,            0.056027,            0.026074,            0.054546,                 0.1,                   0,                   0
                   1,            0.042018,            0.036791,            0.013944,            0.068259,                0.25,            0.082917,           0.0082917,            0.054802,            0.025733,            0.054386,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.044071,             0.03371,           0.0063167,            0.066022,                0.25,            0.082917,           0.0082917,            0.053493,            0.025369,            0.054148,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.046474,            0.032207,            0.006414,             0.21177,             0.36446,             0.25355,             0.06943,            0.048093,            0.024921,            0.059179,                 0.1,                   0,                   0
                   1,            0.046427,             0.04396,            0.005505,               0.201,             0.45588,             0.25355,             0.06943,            0.047133,            0.024697,            0.057362,            0.099067,             6.7e-05,             6.7e-05
                   2,             0.04745,            0.039024,            0.024081,             0.21683,               0.625,             0.25355,            0.074098,            0.045773,            0.024404,            0.054945,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.084906,            0.054357,            0.088136,             0.86582,                0.75,             0.75917,              0.3248,            0.036583,            0.027401,          0.00046785,                 0.1,                   0,                   0
                   1,            0.042163,            0.041788,            0.016685,             0.83942,                0.75,             0.75917,             0.33788,            0.036076,            0.027152,          0.00040713,            0.099007,             6.7e-06,             6.7e-06
                   2,            0.045268,            0.040583,            0.023766,              0.8181,                0.75,             0.75846,             0.35054,            0.035597,            0.026956,          0.00035499,            0.098007,             6.8e-06,             6.8e-06
                   0,            0.046482,            0.034679,            0.013508,             0.36588,             0.59308,             0.38062,             0.14521,            0.044017,             0.02751,            0.042038,                 0.1,                   0,                   0
                   1,            0.040723,            0.034736,            0.010509,             0.36479,              0.5913,             0.38151,             0.15221,            0.043173,            0.027279,            0.041775,            0.099007,             6.7e-06,             6.7e-06
                   2,            0.042288,            0.030428,           0.0025075,             0.36366,             0.58434,             0.38151,              0.1432,            0.042294,            0.027049,            0.041548,            0.098007,             6.8e-06,             6.8e-06
                   0,            0.080617,            0.057262,            0.088522,             0.50958,             0.71979,             0.63559,             0.25408,            0.038553,            0.025145,            0.015449,                 0.1,                   0,                   0
                   1,            0.041875,            0.035684,            0.021627,             0.51033,             0.71924,             0.63559,             0.25408,             0.03764,            0.024894,            0.015251,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.045185,            0.036578,            0.023872,             0.51105,               0.719,             0.63559,              0.2609,            0.036753,            0.024679,            0.014945,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.042548,            0.031824,            0.037315,              0.4211,                 0.5,             0.38062,             0.19248,            0.041711,            0.024338,            0.032278,                 0.1,                   0,                   0
                   1,            0.045792,            0.041159,            0.011652,             0.42791,                 0.5,             0.38062,              0.1794,             0.04152,            0.024151,            0.031831,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.042098,            0.034406,             0.01841,             0.43405,                 0.5,             0.38062,             0.17705,            0.041344,            0.023887,            0.031407,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.045565,            0.031287,           0.0031954,             0.15863,                 0.5,             0.34364,             0.11771,            0.049144,            0.039724,            0.061267,                 0.1,                   0,                   0
                   1,            0.039928,            0.034654,             0.01673,             0.22779,                0.25,             0.34364,             0.12514,            0.048681,            0.039946,             0.05856,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.042034,             0.03217,           0.0097855,             0.29948,                0.25,             0.34576,             0.12557,            0.048084,            0.040284,            0.056172,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.047377,            0.032414,           0.0081565,             0.90916,             0.88571,               0.995,             0.47615,            0.027843,            0.025331,            0.014895,                 0.1,                   0,                   0
                   1,            0.048862,            0.042719,            0.014039,              0.9096,             0.88573,               0.995,             0.48958,            0.027784,            0.025268,            0.014715,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.047766,            0.038108,            0.026054,              0.9099,             0.88589,               0.995,             0.50814,            0.028079,             0.02528,            0.014509,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.048184,            0.033925,            0.053447,              0.4832,                0.25,             0.26458,             0.10594,            0.052236,            0.038346,            0.025833,                 0.1,                   0,                   0
                   1,            0.050645,            0.042843,            0.030491,             0.48313,                0.25,             0.26458,             0.10594,             0.05155,             0.03862,             0.02581,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.052932,            0.041274,            0.037935,             0.48348,                0.25,             0.26458,             0.10594,            0.050843,            0.038848,             0.02587,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.047346,            0.033095,            0.013045,             0.57431,             0.84791,               0.845,             0.35786,            0.031092,            0.023059,            0.034585,                 0.1,                   0,                   0
                   1,            0.044558,            0.041067,           0.0073958,             0.57883,              0.8438,               0.845,             0.36657,            0.031445,             0.02291,            0.032454,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.045068,            0.033438,           0.0056051,             0.58473,             0.83703,               0.845,             0.34663,            0.032092,            0.022766,            0.030158,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.048428,            0.031117,             0.01527,             0.98039,                   1,               0.995,             0.47065,            0.025597,            0.024441,          0.00022113,                 0.1,                   0,                   0
                   1,              0.0474,            0.049601,            0.024502,             0.98035,                   1,               0.995,              0.4887,            0.025427,            0.024174,          0.00021654,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.047942,            0.040961,            0.029443,             0.98036,                   1,               0.995,             0.48366,            0.025723,            0.023978,          0.00021275,            0.098068,             6.8e-05,             6.8e-05
                   0,             0.04219,            0.029811,            0.032044,             0.61763,               0.375,             0.37887,             0.12745,            0.049995,              0.0324,          0.00054106,                 0.1,                   0,                   0
                   1,            0.048627,            0.044216,            0.020475,             0.61784,               0.375,             0.37887,             0.12745,            0.048919,            0.032479,          0.00045946,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.044261,            0.037555,            0.045309,             0.61799,               0.375,             0.37887,             0.12745,            0.047799,            0.032466,          0.00039707,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.047352,            0.032669,           0.0097356,             0.88351,                0.75,             0.75917,             0.36396,            0.034678,            0.024552,          0.00046642,                 0.1,                   0,                   0
                   1,            0.048551,            0.045619,            0.017771,             0.85955,                0.75,             0.75917,             0.36396,            0.034195,            0.024387,          0.00039477,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.048604,             0.03784,            0.027809,              0.8325,                0.75,             0.75917,             0.36396,            0.033886,            0.024254,           0.0003432,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.081021,            0.051618,            0.091383,             0.86718,             0.63228,                0.87,             0.38836,            0.030024,            0.022773,            0.028791,                 0.1,                   0,                   0
                   1,            0.046749,            0.045323,            0.012506,             0.87785,             0.63273,                0.87,              0.3754,            0.029699,            0.022541,            0.027109,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.047927,            0.042957,            0.033701,             0.88424,             0.63387,                0.87,             0.38656,            0.029683,            0.022387,            0.024676,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.084106,            0.054568,            0.082664,             0.51649,             0.74431,             0.80333,              0.3079,            0.034694,            0.026399,            0.045093,                 0.1,                   0,                   0
                   1,            0.041384,            0.033754,            0.014758,             0.49078,             0.74256,             0.80333,              0.3079,            0.034303,            0.026332,            0.043206,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.045099,            0.036845,             0.02202,             0.54518,             0.72797,             0.80333,             0.31655,            0.033882,            0.026262,            0.040686,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.044675,            0.034344,            0.012567,             0.49245,               0.125,             0.13286,            0.039857,            0.058732,            0.046685,            0.030429,                 0.1,                   0,                   0
                   1,            0.039954,            0.033793,            0.016281,             0.49261,               0.125,             0.13286,            0.039857,             0.05786,            0.047222,             0.03034,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.041463,            0.029349,           0.0058835,             0.49271,               0.125,             0.13286,            0.039857,            0.056955,            0.047779,            0.030436,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.048448,            0.031249,             0.01538,             0.73545,                0.75,             0.69658,             0.31958,            0.033707,            0.021315,          0.00026249,                 0.1,                   0,                   0
                   1,            0.049433,            0.045288,            0.017974,             0.73531,                0.75,             0.75846,             0.37598,            0.033011,            0.020967,          0.00024191,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.047995,            0.037339,            0.028002,             0.73522,                0.75,             0.75846,             0.37598,            0.032271,            0.020566,          0.00022665,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.041204,            0.030083,             0.03231,             0.37274,               0.125,             0.17375,            0.043542,            0.056235,            0.031809,            0.032611,                 0.1,                   0,                   0
                   1,            0.040654,            0.036879,           0.0093057,             0.37278,               0.125,             0.17375,            0.043542,            0.055145,            0.031799,            0.032546,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.040705,            0.033649,            0.019932,             0.37278,               0.125,             0.17375,            0.047833,            0.053668,            0.031645,            0.032397,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.081488,            0.054979,            0.094905,             0.50487,             0.51107,             0.51679,             0.19507,            0.042218,            0.033261,            0.017651,                 0.1,                   0,                   0
                   1,            0.048192,            0.041927,            0.018839,             0.50304,             0.51155,             0.51679,             0.19507,            0.041534,            0.033334,            0.017416,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.047607,            0.040699,            0.024664,             0.50174,             0.51184,             0.51679,             0.20168,            0.040981,            0.033458,            0.017115,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.080617,            0.057262,            0.088522,              0.5037,             0.51114,             0.51679,             0.19507,            0.042251,            0.033278,            0.017676,                 0.1,                   0,                   0
                   1,            0.041875,            0.035684,            0.021627,             0.50281,             0.51166,             0.51679,             0.19507,            0.041666,            0.033362,            0.017453,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.045185,            0.036578,            0.023872,             0.50086,             0.51212,             0.51679,             0.20196,            0.041156,            0.033489,            0.017107,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.088635,            0.047151,            0.085872,             0.56291,                 0.5,             0.49798,             0.19826,             0.04289,            0.024962,            0.018593,                 0.1,                   0,                   0
                   1,            0.046552,            0.040042,            0.019201,              0.5636,                 0.5,             0.49798,             0.20722,            0.042073,            0.024629,            0.018477,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.040185,            0.036143,           0.0086819,             0.56436,                 0.5,             0.45611,             0.19107,            0.041197,            0.024287,            0.018401,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.051411,            0.034548,            0.013637,             0.96249,             0.89924,               0.995,             0.53042,            0.024806,            0.022019,            0.003487,                 0.1,                   0,                   0
                   1,            0.049127,            0.051605,            0.033763,             0.95904,             0.91056,               0.995,              0.5484,            0.025564,            0.021879,           0.0029028,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.053563,            0.041932,            0.014469,             0.91945,             0.96362,               0.995,             0.53648,            0.026624,            0.021782,            0.002391,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.046504,            0.032076,            0.021103,             0.70256,             0.41667,             0.44672,             0.18486,            0.045768,            0.040087,              0.0178,                 0.1,                   0,                   0
                   1,            0.054011,            0.045742,            0.024494,             0.69828,             0.41667,             0.44672,             0.19387,            0.045356,            0.040311,            0.017758,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.051742,            0.038496,            0.033705,             0.69346,             0.41667,             0.40484,             0.16875,            0.045025,            0.040624,            0.017789,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.046482,            0.034679,            0.013508,             0.85654,               0.375,             0.45143,             0.18787,            0.044672,            0.042412,            0.041465,                 0.1,                   0,                   0
                   1,            0.040723,            0.034736,            0.010509,             0.85628,               0.375,             0.45462,             0.20168,            0.044264,            0.042831,            0.041165,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.042276,            0.030402,           0.0025066,              0.8558,               0.375,             0.45374,             0.18777,            0.043902,             0.04334,             0.04101,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.086188,            0.050779,            0.092118,              0.9804,                   1,               0.995,             0.46382,            0.025748,            0.024517,          0.00022004,                 0.1,                   0,                   0
                   1,             0.04785,            0.047765,            0.018298,             0.98035,                   1,               0.995,              0.4887,            0.025455,            0.024196,          0.00021532,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.048372,            0.045753,              0.0326,             0.98026,                   1,               0.995,             0.49552,            0.025549,            0.023968,          0.00021131,            0.098068,             6.8e-05,             6.8e-05
                   0,            0.042548,            0.031824,            0.037315,             0.60436,                0.75,             0.63559,             0.29517,            0.035275,            0.021731,           0.0038189,                 0.1,                   0,                   0
                   1,            0.045792,            0.041159,            0.011652,             0.61268,                0.75,             0.63559,             0.28835,            0.034974,            0.021453,           0.0034428,            0.099067,             6.7e-05,             6.7e-05
                   2,            0.042098,            0.034406,             0.01841,             0.62021,                0.75,             0.63559,             0.28158,             0.03459,            0.021038,           0.0030737,            0.098068,             6.8e-05,             6.8e-05
